customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00016,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),153.06,3236.39,No
CUST-00017,Male,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,137.73,4248.05,No
CUST-00018,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,77.3,4877.84,No
CUST-00019,Male,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,97.42,690.98,Yes
CUST-00020,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),147.44,2114.41,No
CUST-00021,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,106.24,3358.2,Yes
CUST-00022,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.1,6048.18,No
CUST-00023,Female,1,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.26,1852.68,No
CUST-00024,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.71,468.85,No
CUST-00025,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,52.92,361.61,Yes
CUST-00026,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.8,4584.77,Yes
CUST-00027,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.89,284.65,No
CUST-00028,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,44.22,112.4,Yes
CUST-00029,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.75,649.68,No
CUST-00030,Male,1,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.34,318.65,No
CUST-00031,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,54.58,985.39,No
CUST-00032,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),139.66,835.71,Yes
CUST-00033,Male,1,Yes,Yes,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,122.87,4252.71,No
CUST-00034,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,139.66,6704.16,Yes
CUST-00035,Female,1,No,No,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),108.62,6384.9,No
CUST-00036,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),26.7,1557.9,No
CUST-00037,Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,113.02,7538.61,Yes
CUST-00038,Female,1,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.48,1171.59,Yes
CUST-00039,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.18,327.01,No
CUST-00040,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),86.08,2819.55,No
CUST-00041,Male,0,No,No,70,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),27.08,1880.73,No
CUST-00042,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.74,3390.07,No
CUST-00043,Female,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,124.71,5725.31,No
CUST-00044,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,31.71,575.39,Yes
CUST-00045,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.24,301.91,No
CUST-00046,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,148.22,0.0,Yes
CUST-00047,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.17,6961.91,No
CUST-00048,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),113.92,1340.54,Yes
CUST-00049,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),130.43,317.69,Yes
CUST-00050,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),125.85,4623.48,No
CUST-00051,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.81,5133.41,Yes
CUST-00052,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.24,1928.26,No
CUST-00053,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.65,1776.66,No
CUST-00054,Female,1,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,92.52,2502.22,No
CUST-00055,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.51,753.69,No
CUST-00056,Male,1,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.58,3673.48,Yes
CUST-00057,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.44,2162.74,No
CUST-00058,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),132.64,4981.94,Yes
CUST-00059,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,108.08,284.16,No
CUST-00060,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.68,2220.52,Yes
CUST-00061,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.68,641.86,Yes
CUST-00062,Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,73.8,2624.27,No
CUST-00063,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.47,1826.8,No
CUST-00064,Female,0,No,No,42,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,149.41,4760.47,No
CUST-00065,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,158.98,845.02,Yes
CUST-00066,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),134.16,4502.59,No
CUST-00067,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.71,2935.05,No
CUST-00068,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.71,4663.25,No
CUST-00069,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,128.67,5385.59,No
CUST-00070,Female,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.12,5264.0,No
CUST-00071,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,77.73,3768.98,No
CUST-00072,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,144.81,5239.62,No
CUST-00073,Male,0,Yes,Yes,52,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,101.15,5214.19,No
CUST-00074,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.47,2654.75,No
CUST-00075,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,53.68,1324.16,Yes
CUST-00076,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.42,997.72,No
CUST-00077,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.04,297.91,No
CUST-00078,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),126.42,6728.39,No
CUST-00079,Male,0,No,No,70,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),121.48,4452.35,No
CUST-00080,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),137.86,2643.8,No
CUST-00081,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,163.73,3109.45,No
CUST-00082,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.64,2131.37,No
CUST-00083,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),106.95,414.06,No
CUST-00084,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),42.97,1089.25,No
CUST-00085,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,60.45,482.95,No
CUST-00086,Female,1,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.2,2366.7,No
CUST-00087,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.93,3213.59,No
CUST-00088,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.92,1500.99,No
CUST-00089,Female,1,No,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.01,6383.28,No
CUST-00090,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),117.91,1179.54,Yes
CUST-00091,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,107.63,1105.04,Yes
CUST-00092,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,72.04,2144.74,No
CUST-00093,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.62,6360.86,No
CUST-00094,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.64,3303.42,No
CUST-00095,Male,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.36,740.34,Yes
CUST-00096,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,113.68,1284.34,No
CUST-00097,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.21,3986.02,No
CUST-00098,Male,0,No,Yes,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.71,2318.88,Yes
CUST-00099,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),86.07,144.77,No
CUST-00100,Male,1,No,Yes,26,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.54,1316.81,No
CUST-00101,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),132.89,812.44,No
CUST-00102,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,46.23,3334.9,No
CUST-00103,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,60.77,1432.21,Yes
CUST-00104,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.26,1555.57,Yes
CUST-00105,Male,0,No,No,42,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.35,2296.51,No
CUST-00106,Female,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,101.62,7087.68,Yes
CUST-00107,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.97,995.51,No
CUST-00108,Male,0,No,No,42,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.34,1990.66,Yes
CUST-00109,Female,0,No,No,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),111.06,1972.33,No
CUST-00110,Female,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.7,630.59,No
CUST-00111,Male,1,Yes,No,32,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),153.63,3271.71,No
CUST-00112,Female,1,No,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,156.44,5035.69,Yes
CUST-00113,Male,1,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.56,2132.14,No
CUST-00114,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.1,3094.61,No
CUST-00115,Female,0,No,No,31,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,143.12,2661.97,No
CUST-00116,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,145.41,1250.28,Yes
CUST-00117,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.75,1783.47,No
CUST-00118,Male,1,Yes,No,27,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.58,989.28,No
CUST-00119,Female,1,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.4,967.41,No
CUST-00120,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,115.34,1047.5,No
CUST-00121,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.98,464.43,Yes
CUST-00122,Male,1,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.3,327.93,Yes
CUST-00123,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,69.62,2806.82,No
CUST-00124,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.14,3631.96,No
CUST-00125,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.99,2654.73,No
CUST-00126,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.13,491.45,Yes
CUST-00127,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.44,268.44,No
CUST-00128,Male,0,No,No,17,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,76.16,1268.88,No
CUST-00129,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.41,3423.67,No
CUST-00130,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),26.42,162.54,No
CUST-00131,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,104.09,6440.01,No
CUST-00132,Male,1,Yes,No,58,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),47.71,2792.63,No
CUST-00133,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),18.95,784.86,Yes
CUST-00134,Male,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),120.8,3273.57,No
CUST-00135,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,35.81,1680.07,Yes
CUST-00136,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.38,3007.68,No
CUST-00137,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.04,6.44,Yes
CUST-00138,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.57,1159.2,No
CUST-00139,Male,1,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.63,1820.34,No
CUST-00140,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),96.94,5023.79,Yes
CUST-00141,Male,0,Yes,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,132.44,2665.32,No
CUST-00142,Male,1,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,51.25,1422.86,Yes
CUST-00143,Female,1,No,Yes,27,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.01,1320.5,No
CUST-00144,Female,1,Yes,No,40,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),140.15,4693.58,No
CUST-00145,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),143.74,4688.92,No
CUST-00146,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,150.75,1537.86,No
CUST-00147,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,73.11,2471.64,No
CUST-00148,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,134.78,1192.69,Yes
CUST-00149,Female,0,Yes,No,39,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,112.29,3514.32,Yes
CUST-00150,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,34.95,943.13,No
CUST-00151,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.56,5044.24,No
CUST-00152,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,133.6,3449.58,Yes
CUST-00153,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.06,835.21,No
CUST-00154,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.72,936.52,No
CUST-00155,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),127.03,4755.95,No
CUST-00156,Female,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),159.48,2179.15,Yes
CUST-00157,Female,1,No,No,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.45,1601.69,Yes
CUST-00158,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.07,4508.03,No
CUST-00159,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),111.87,394.24,Yes
CUST-00160,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.29,1377.91,No
CUST-00161,Male,1,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.23,1173.37,Yes
CUST-00162,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,77.06,3490.67,No
CUST-00163,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),144.2,4327.12,No
CUST-00164,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),141.43,6948.96,Yes
CUST-00165,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,171.14,7556.09,No
CUST-00166,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),114.55,5953.74,No
CUST-00167,Female,0,No,Yes,55,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),164.97,6132.64,No
CUST-00168,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,94.81,898.12,No
CUST-00169,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.36,3459.77,No
CUST-00170,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),136.94,6425.42,No
