customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00018,Female,0,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.44,4490.71,No
CUST-00019,Female,0,No,Yes,63.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,23.53,1503.55,No
CUST-00020,Male,0,Yes,No,52.0,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),31.22,,Yes
CUST-00021,Female,0,Yes,No,71.0,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,82.3,5812.74,No
CUST-00022,Male,1,Yes,No,36.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.5,1784.33,No
CUST-00023,Female,0,No,No,44.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,3504.14,No
CUST-00024,Male,0,Yes,No,3.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),102.02,309.88,No
CUST-00025,Male,0,No,No,-3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.45,2746.96,Yes
CUST-00026,Male,0,No,Yes,11.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.35,1128.82,Yes
CUST-00027,Male,0,Yes,No,27.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),21.9,613.78,Yes
CUST-00028,Male,0,Yes,Yes,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.19,2084.36,No
CUST-00029,Male,0,No,No,57.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.12,3647.71,No
CUST-00030,Female,1,No,No,31.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.02,1703.16,No
CUST-00031,Female,0,No,No,29.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,68.82,,No
CUST-00032,Female,0,No,No,45.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.86,2717.39,No
CUST-00033,Female,0,Yes,Yes,31.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.04,3519.26,No
CUST-00034,Male,0,Yes,No,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.38,2074.99,No
CUST-00035,Female,0,Yes,No,25.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),77.95,1906.65,No
CUST-00036,Female,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),34.67,2336.58,No
CUST-00037,Male,0,Yes,Yes,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),22.89,,No
CUST-00038,Female,0,No,No,54.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),107.26,5829.45,No
CUST-00039,Male,0,Yes,No,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.11,1206.99,No
CUST-00040,Male,0,Yes,No,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.66,3146.7,Yes
CUST-00041,Male,0,Yes,No,6.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.71,570.42,No
CUST-00042,Female,0,Yes,No,47.0,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,55.93,2644.62,No
CUST-00043,Male,0,Yes,Yes,4.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,56.53,245.18,No
CUST-00044,Female,1,No,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.23,1362.81,No
CUST-00045,Female,0,No,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.56,1194.83,No
CUST-00046,Male,0,No,No,42.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),25.93,,Yes
CUST-00047,Female,0,No,No,41.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,108.56,4426.31,No
CUST-00048,Female,0,Yes,No,33.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,1914.83,No
CUST-00049,Female,0,Yes,No,70.0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,86.25,5998.39,Yes
CUST-00050,Female,0,Yes,Yes,24.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.79,,No
CUST-00051,Female,0,Yes,No,43.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,,2947.76,No
CUST-00052,Male,0,No,No,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.89,1624.03,No
CUST-00053,Male,1,Yes,No,18.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.12,663.0,No
CUST-00054,Male,0,Yes,Yes,-19.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.75,2351.43,No
CUST-00055,Female,1,Yes,No,12.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),84.17,1037.68,No
CUST-00056,Female,0,No,No,71.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,117.86,8375.32,No
CUST-00057,Male,1,No,Yes,54.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.34,4434.77,No
CUST-00058,Male,0,Yes,No,45.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.89,,No
CUST-00059,Male,0,Yes,No,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,20.84,1378.63,No
CUST-00060,Female,0,No,No,68.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.12,4923.97,No
CUST-00061,Female,0,Yes,No,63.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,63.86,,No
CUST-00062,Female,0,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.1,965.21,No
CUST-00063,Male,0,No,No,53.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),50.56,2641.7,No
CUST-00064,Female,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.02,141.74,No
CUST-00065,Male,1,Yes,No,41.0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,34.81,1400.61,No
CUST-00066,Female,0,Yes,No,47.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.0,2370.96,Yes
CUST-00067,Female,0,No,No,17.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.36,726.85,No
CUST-00068,Female,0,No,Yes,5.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,95.77,445.36,No
CUST-00069,Female,0,No,No,6.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,23.97,96.86,No
CUST-00070,Female,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.17,943.13,No
CUST-00071,Female,0,Yes,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.13,342.76,No
CUST-00072,Female,1,No,No,43.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),26.48,1127.04,No
CUST-00073,Male,1,Yes,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),78.31,1695.56,No
CUST-00074,Female,1,Yes,No,,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),46.61,221.78,No
CUST-00075,Male,1,No,No,45.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,30.59,,No
CUST-00076,Female,0,Yes,No,18.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,29.7,582.81,Yes
CUST-00077,Male,0,No,No,45.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Weekly,Yes,Electronic check,101.97,4605.01,Yes
CUST-00078,Male,1,No,No,36.0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.95,2442.39,Yes
CUST-00079,Female,1,No,No,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.88,1149.56,Yes
CUST-00080,Male,0,Yes,Yes,39.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.92,1599.26,Yes
CUST-00081,Female,1,No,No,26.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,51.82,1389.59,No
CUST-00082,Male,0,Yes,No,48.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,86.63,4109.9,No
CUST-00083,Female,0,No,No,52.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,115.43,5988.04,No
CUST-00084,Male,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.02,1628.15,Yes
CUST-00085,Female,1,No,Yes,20.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.09,1652.84,No
CUST-00086,Female,0,Yes,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.79,266.51,Yes
CUST-00087,Female,0,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,29.39,1485.52,No
CUST-00088,Female,0,No,Yes,30.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.85,788.25,No
CUST-00089,Male,0,Yes,No,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.4,7128.23,No
CUST-00090,Male,0,No,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.65,2221.55,Yes
CUST-00091,Male,0,Yes,Yes,54.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,62.01,3343.76,No
CUST-00092,Female,0,No,No,18.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.61,1852.78,No
CUST-00093,Male,1,Yes,Yes,64.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.69,4718.63,No
CUST-00094,Male,0,Yes,No,13.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,39.22,513.57,No
CUST-00095,Female,0,No,No,61.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,96.43,5845.76,No
CUST-00096,Male,1,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.84,1830.34,No
CUST-00097,Female,0,Yes,No,54.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.55,4098.11,No
CUST-00098,Male,0,Yes,No,11.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.31,1081.76,Yes
CUST-00099,Male,0,No,No,42.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,117.79,4973.69,No
CUST-00100,Male,0,Yes,No,30.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,71.39,2191.23,No
CUST-00101,Female,0,No,No,58.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.57,1445.04,No
CUST-00102,Male,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,2879.69,No
CUST-00103,Female,0,No,No,28.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.94,677.85,No
CUST-00104,Female,0,No,No,29.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,71.44,2108.27,No
CUST-00105,Female,0,No,No,71.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.92,2186.59,No
CUST-00106,Female,1,Yes,No,61.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,95.43,,No
CUST-00107,Female,0,Yes,No,35.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),114.67,4040.29,Yes
CUST-00108,Female,0,Yes,No,66.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Weekly,Yes,Electronic check,39.39,,No
CUST-00109,Male,0,Yes,No,26.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.48,706.07,Yes
CUST-00110,Male,0,Yes,No,12.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.99,732.04,Yes
CUST-00111,Female,1,Yes,Yes,7.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.42,234.84,Yes
CUST-00112,Female,0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,,4471.45,No
CUST-00113,Female,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,,872.81,No
CUST-00114,Female,0,No,No,8.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,86.1,723.42,No
CUST-00115,Male,0,Yes,No,59.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,56.53,,Yes
CUST-00116,Female,0,No,Yes,47.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.71,4195.57,No
CUST-00117,Female,0,No,No,58.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.05,,Yes
CUST-00118,Male,0,No,No,,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,45.22,675.09,No
CUST-00119,Female,0,Yes,No,36.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,20.83,751.49,No
CUST-00120,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,42.87,2939.63,No
CUST-00121,Male,0,Yes,Yes,12.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.13,1307.54,No
CUST-00122,Female,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.94,8394.74,No
CUST-00123,Female,0,No,No,64.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,45.05,2894.12,No
CUST-00124,Male,0,No,Yes,28.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.99,976.65,Yes
CUST-00125,Male,0,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.89,,No
CUST-00126,Female,0,No,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.65,381.39,No
CUST-00127,Female,0,Yes,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,,,No
CUST-00128,Female,1,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),,1820.97,No
CUST-00129,Female,0,No,No,15.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.0,,Yes
CUST-00130,Male,0,Yes,Yes,22.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,113.65,2470.71,No
CUST-00131,Female,0,No,No,70.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,62.2,4317.36,Yes
CUST-00132,Female,1,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.46,2582.33,No
CUST-00133,Male,0,Yes,Yes,34.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.03,1982.45,No
CUST-00134,Female,0,No,No,43.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,57.13,2485.61,No
CUST-00135,Female,0,No,Yes,,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),45.25,,No
CUST-00136,Male,0,Yes,No,11.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.86,1256.49,No
CUST-00137,Female,0,Yes,Yes,58.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.73,2125.97,No
CUST-00138,Female,0,No,No,14.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,72.53,1012.24,No
CUST-00139,Female,0,No,No,66.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.57,7262.9,No
CUST-00140,Female,0,Yes,No,63.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),96.92,6154.13,Yes
CUST-00141,Female,0,No,No,13.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.63,1154.7,Yes
CUST-00142,Female,0,No,No,24.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.33,1999.46,No
CUST-00143,Female,0,Yes,No,46.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),81.44,3739.72,No
CUST-00144,Male,0,Yes,Yes,4.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.95,214.86,Yes
CUST-00145,Male,0,No,Yes,23.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,85.39,2012.39,No
CUST-00146,Male,0,No,No,27.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.19,2566.46,Yes
CUST-00147,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,90.19,758.11,No
CUST-00148,Male,0,No,No,63.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),,1977.64,Yes
CUST-00149,Female,0,No,No,60.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,93.27,5598.42,No
CUST-00150,Male,0,Yes,No,-8.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.18,1354.63,Yes
CUST-00151,Male,0,No,No,66.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.99,1535.04,Yes
CUST-00152,Male,1,Yes,No,65.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.96,6423.38,Yes
CUST-00153,Female,0,No,Yes,32.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.79,862.62,No
CUST-00154,Male,0,No,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,37.29,121.16,Yes
CUST-00155,Male,0,Yes,Yes,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.18,1414.28,No
CUST-00156,Female,0,Yes,No,61.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),48.94,3018.54,No
CUST-00157,Male,0,Yes,No,64.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),20.89,1318.99,Yes
CUST-00158,Male,0,No,Yes,26.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.87,2474.67,No
CUST-00159,Male,0,No,No,17.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.11,637.76,No
CUST-00160,Male,0,No,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.59,592.45,No
CUST-00161,Female,0,Yes,Yes,19.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,18.15,342.71,No
CUST-00162,Female,1,Yes,No,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,53.21,3519.03,No
CUST-00163,Female,1,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),,3269.24,No
CUST-00164,Male,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.53,4690.5,No
CUST-00165,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,83.24,169.27,Yes
CUST-00166,Female,0,No,No,28.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.86,586.66,No
CUST-00167,Male,0,No,No,34.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.29,972.49,No
CUST-00168,Male,1,Yes,No,33.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.42,2036.13,No
CUST-00169,Female,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),77.63,643.89,Yes
CUST-00170,Male,1,Yes,Yes,10.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),109.69,1113.07,No
CUST-00171,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.82,2145.01,No
